WEO Country Code,ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2015,2016,2017,2018,2019,Estimates Start After
718,SYC,Seychelles,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.38 ,1.47 ,1.56 ,1.65 ,1.74 ,2013
724,SLE,Sierra Leone,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.27 ,4.56 ,4.92 ,5.37 ,5.87 ,2013
576,SGP,Singapore,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",293.96 ,308.72 ,328.30 ,348.80 ,370.06 ,2014
936,SVK,Slovak Republic,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",86.20 ,90.54 ,96.15 ,101.93 ,107.91 ,2014
961,SVN,Slovenia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",42.74 ,44.02 ,46.06 ,48.17 ,50.31 ,2014
813,SLB,Solomon Islands,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.21 ,1.29 ,1.39 ,1.49 ,1.61 ,2013
199,ZAF,South Africa,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",317.29 ,326.54 ,340.53 ,357.05 ,374.48 ,2014
733,SSD,South Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.88 ,13.83 ,14.02 ,12.26 ,13.21 ,2014
184,ESP,Spain,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1221.39 ,1265.12 ,1318.83 ,1372.18 ,1427.74 ,2014
524,LKA,Sri Lanka,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",79.52 ,86.30 ,94.21 ,102.84 ,112.26 ,2014
361,KNA,St. Kitts and Nevis,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.89 ,0.93 ,0.97 ,1.02 ,1.07 ,2013
362,LCA,St. Lucia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.44 ,1.50 ,1.57 ,1.63 ,1.70 ,2014
364,VCT,St. Vincent and the Grenadines,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.77 ,0.79 ,0.83 ,0.87 ,0.91 ,2014
732,SDN,Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",84.33 ,85.22 ,93.82 ,101.05 ,109.36 ,2013
366,SUR,Suriname,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.05 ,5.19 ,5.74 ,6.25 ,6.74 ,2011
734,SWZ,Swaziland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.31 ,4.36 ,4.45 ,4.56 ,4.66 ,2014
144,SWE,Sweden,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",483.72 ,499.18 ,519.64 ,541.47 ,562.12 ,2014
146,CHE,Switzerland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",676.98 ,687.59 ,707.53 ,727.23 ,746.28 ,2014
463,SYR,Syria,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,2010
528,TWN,Taiwan Province of China,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",518.82 ,540.07 ,565.37 ,591.25 ,618.10 ,2014
923,TJK,Tajikistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.05 ,7.97 ,8.59 ,9.33 ,10.18 ,2014
738,TZA,Tanzania,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",46.19 ,46.87 ,50.35 ,54.76 ,59.35 ,2012
578,THA,Thailand,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",373.54 ,393.02 ,411.27 ,432.41 ,454.08 ,2014
537,TLS,Timor-Leste,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.23 ,3.94 ,3.79 ,3.90 ,3.89 ,2013
742,TGO,Togo,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.15 ,4.50 ,4.92 ,5.37 ,5.84 ,2014
866,TON,Tonga,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.44 ,0.47 ,0.51 ,0.53 ,0.56 ,2012
369,TTO,Trinidad and Tobago,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27.67 ,28.32 ,30.02 ,31.91 ,33.90 ,2012
744,TUN,Tunisia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",44.27 ,44.58 ,45.63 ,46.96 ,50.17 ,2014
186,TUR,Turkey,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",722.22 ,721.17 ,761.44 ,804.56 ,851.77 ,2014
925,TKM,Turkmenistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",44.36 ,51.27 ,58.19 ,65.46 ,73.97 ,2014
869,TUV,Tuvalu,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.03 ,0.04 ,0.04 ,0.04 ,0.04 ,2012
746,UGA,Uganda,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",24.94 ,26.63 ,29.26 ,31.58 ,34.19 ,2013
926,UKR,Ukraine,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",90.14 ,93.81 ,104.31 ,115.46 ,125.99 ,2015
466,ARE,United Arab Emirates,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",339.09 ,356.22 ,382.62 ,410.42 ,438.12 ,2014
112,GBR,United Kingdom,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2864.90 ,3054.84 ,3232.28 ,3425.54 ,3616.82 ,2014
111,USA,United States,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",17968.20 ,18697.92 ,19555.87 ,20493.25 ,21404.19 ,2014
298,URY,Uruguay,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",54.97 ,57.15 ,59.94 ,63.13 ,66.53 ,2014
927,UZB,Uzbekistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",65.95 ,68.70 ,73.46 ,78.31 ,83.48 ,2014
846,VUT,Vanuatu,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.77 ,0.83 ,0.89 ,0.95 ,1.00 ,2013
299,VEN,Venezuela,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",131.86 ,133.53 ,144.23 ,155.10 ,170.41 ,2013
582,VNM,Vietnam,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",198.81 ,214.75 ,229.85 ,247.42 ,265.99 ,2013
474,YEM,Yemen,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",34.93 ,41.88 ,47.86 ,51.93 ,55.11 ,2008
754,ZMB,Zambia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",24.47 ,25.16 ,27.17 ,29.91 ,32.96 ,2013
698,ZWE,Zimbabwe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.91 ,14.29 ,14.99 ,15.74 ,16.61 ,2013
512,AFG,Afghanistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",614.89 ,600.32 ,625.30 ,649.50 ,681.81 ,2013
914,ALB,Albania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4200.03 ,4444.29 ,4836.27 ,5275.08 ,5749.58 ,2010
612,DZA,Algeria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4345.43 ,4425.97 ,4604.56 ,4761.26 ,4883.77 ,2013
614,AGO,Angola,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4061.78 ,3819.93 ,3954.65 ,4100.53 ,4224.12 ,2013
311,ATG,Antigua and Barbuda,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",14390.64 ,14714.91 ,15194.08 ,15813.40 ,16475.74 ,2011
213,ARG,Argentina,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",13428.32 ,13283.84 ,13385.88 ,13536.52 ,13708.37 ,2010
911,ARM,Armenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3546.95 ,3568.46 ,3702.60 ,3888.15 ,4102.81 ,2011
193,AUS,Australia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",51641.63 ,51257.34 ,52976.04 ,54646.23 ,56131.17 ,2014
122,AUT,Austria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",43546.60 ,44944.07 ,46685.00 ,48300.94 ,49873.26 ,2014
912,AZE,Azerbaijan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6794.43 ,6700.28 ,7412.72 ,7700.05 ,8639.78 ,2014
313,BHS,The Bahamas,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",24394.47 ,24977.99 ,25649.31 ,26060.32 ,26564.59 ,2013
419,BHR,Bahrain,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",23898.98 ,24507.33 ,25500.25 ,26469.15 ,27458.24 ,2013
513,BGD,Bangladesh,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1265.71 ,1355.87 ,1462.89 ,1582.23 ,1712.81 ,2013
316,BRB,Barbados,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",15912.10 ,16184.24 ,16556.28 ,17064.93 ,17714.47 ,2010
913,BLR,Belarus,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6583.39 ,7080.58 ,7612.24 ,8192.05 ,8927.89 ,2013
124,BEL,Belgium,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",40456.32 ,41412.24 ,42669.84 ,43982.93 ,45297.14 ,2014
339,BLZ,Belize,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4841.74 ,4957.01 ,5098.53 ,5231.17 ,5363.35 ,2013
638,BEN,Benin,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",708.99 ,745.85 ,794.89 ,848.33 ,902.40 ,2011
514,BTN,Bhutan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2836.80 ,3114.25 ,3416.39 ,3841.36 ,4172.87 ,0
218,BOL,Bolivia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2914.69 ,3004.79 ,3197.61 ,3402.89 ,3619.46 ,2011
963,BIH,Bosnia and Herzegovina,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4029.85 ,4230.55 ,4514.39 ,4835.68 ,5193.35 ,2014
616,BWA,Botswana,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6149.67 ,6040.56 ,6351.51 ,6717.43 ,7199.27 ,2008
223,BRA,Brazil,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8802.17 ,8117.65 ,8471.81 ,8866.12 ,9274.08 ,2014
516,BRN,Brunei Darussalam,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",27759.05 ,27817.65 ,30110.10 ,33069.94 ,38311.89 ,2013
918,BGR,Bulgaria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6581.91 ,6815.13 ,7150.42 ,7540.11 ,7977.36 ,2014
748,BFA,Burkina Faso,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",631.37 ,663.22 ,707.40 ,756.31 ,808.97 ,2011
618,BDI,Burundi,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",315.20 ,336.60 ,355.49 ,378.06 ,400.12 ,0
624,CPV,Cabo Verde,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3127.28 ,3287.77 ,3488.19 ,3712.61 ,3948.01 ,2014
522,KHM,Cambodia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1139.69 ,1216.90 ,1302.74 ,1400.66 ,1505.14 ,2012
622,CMR,Cameroon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1234.39 ,1299.95 ,1380.75 ,1465.09 ,1552.33 ,2010
156,CAN,Canada,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",43934.81 ,44094.85 ,46172.12 ,48247.20 ,50142.25 ,2014
626,CAF,Central African Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",338.73 ,376.44 ,420.55 ,466.58 ,508.97 ,2004
628,TCD,Chad,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1010.55 ,1081.41 ,1206.72 ,1280.04 ,1362.29 ,2004
228,CHL,Chile,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",13330.87 ,13206.91 ,13648.26 ,14152.18 ,14725.62 ,2002
924,CHN,China,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8280.09 ,8866.00 ,9481.88 ,10219.41 ,11126.81 ,2014
233,COL,Colombia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5687.48 ,5403.23 ,6158.45 ,6808.50 ,7511.16 ,2014
632,COM,Comoros,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",736.85 ,758.86 ,787.05 ,820.90 ,855.10 ,2003
636,COD,Democratic Republic of the Congo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",478.19 ,499.89 ,524.04 ,547.30 ,574.33 ,1983
634,COG,Republic of Congo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2030.69 ,2190.31 ,2679.51 ,2753.32 ,2638.16 ,2004
238,CRI,Costa Rica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",10671.55 ,11219.49 ,11842.56 ,12520.53 ,13192.63 ,2011
662,CIV,C魌e d'Ivoire,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1318.81 ,1409.29 ,1518.77 ,1633.83 ,1749.06 ,2012
960,HRV,Croatia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11551.37 ,11813.05 ,12321.44 ,12964.82 ,13679.89 ,2013
423,CYP,Cyprus,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",21531.02 ,21881.87 ,22629.22 ,23474.11 ,24360.63 ,2014
935,CZE,Czech Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",17330.08 ,18020.04 ,18663.09 ,19069.66 ,19252.63 ,2014
128,DNK,Denmark,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",51423.61 ,53280.96 ,55822.68 ,58610.72 ,61361.57 ,2014
611,DJI,Djibouti,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1805.18 ,1944.70 ,2096.96 ,2261.13 ,2424.12 ,2009
321,DMA,Dominica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",7601.78 ,7898.70 ,8156.44 ,8459.44 ,8783.44 ,2011
243,DOM,Dominican Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6663.87 ,6922.69 ,7191.73 ,7471.22 ,7761.57 ,2014
248,ECU,Ecuador,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6076.93 ,6152.79 ,6245.06 ,6371.69 ,6510.19 ,2014
469,EGY,Egypt,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,2014
253,SLV,El Salvador,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4022.55 ,4153.09 ,4305.32 ,4476.27 ,4641.06 ,2007
642,GNQ,Equatorial Guinea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",12540.99 ,12438.33 ,12340.03 ,12196.83 ,12043.31 ,2010
643,ERI,Eritrea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",630.25 ,689.41 ,760.26 ,844.95 ,940.38 ,2006
939,EST,Estonia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",17425.30 ,18452.99 ,19760.60 ,21178.29 ,22694.40 ,2013
644,ETH,Ethiopia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",702.12 ,769.45 ,835.77 ,896.63 ,961.69 ,2008
819,FJI,Fiji,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5086.20 ,5308.24 ,5533.35 ,5771.98 ,6025.05 ,2013
172,FIN,Finland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",42159.31 ,43114.80 ,44571.56 ,46187.03 ,47877.90 ,2014
132,FRA,France,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",37728.41 ,38575.44 ,39914.89 ,41329.26 ,42841.43 ,2014
646,GAB,Gabon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8580.73 ,8730.70 ,9359.14 ,9929.46 ,10460.10 ,0
648,GMB,The Gambia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",384.24 ,371.81 ,392.63 ,411.47 ,432.27 ,2010
915,GEO,Georgia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3719.98 ,3879.72 ,4271.07 ,4651.76 ,5074.15 ,2013
134,DEU,Germany,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",41267.31 ,42388.48 ,43793.55 ,45260.52 ,46747.32 ,2013
652,GHA,Ghana,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1401.44 ,1533.91 ,1659.25 ,1766.58 ,1848.98 ,0
174,GRC,Greece,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",17656.92 ,17702.91 ,18607.13 ,19681.86 ,20757.24 ,2014
328,GRD,Grenada,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8970.92 ,9382.07 ,9808.80 ,10264.89 ,10742.20 ,2011
258,GTM,Guatemala,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3886.48 ,3982.55 ,4126.72 ,4288.90 ,4453.38 ,2010
656,GIN,Guinea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",545.64 ,558.69 ,585.19 ,614.46 ,639.49 ,2009
654,GNB,Guinea-Bissau,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",582.24 ,613.78 ,649.88 ,690.32 ,733.45 ,2004
336,GUY,Guyana,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3993.18 ,4240.37 ,4465.33 ,4698.22 ,4942.24 ,2002
263,HTI,Haiti,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",829.64 ,830.58 ,858.19 ,892.14 ,932.13 ,0
268,HND,Honduras,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2364.58 ,2377.17 ,2391.20 ,2415.39 ,2444.68 ,2001
532,HKG,Hong Kong SAR,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",42096.88 ,43792.00 ,45847.84 ,48155.33 ,50676.08 ,2014
944,HUN,Hungary,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",12020.63 ,12606.02 ,13305.95 ,14016.32 ,14701.33 ,2014
176,ISL,Iceland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",51068.20 ,53750.44 ,55636.46 ,57136.13 ,58136.75 ,2014
534,IND,India,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1688.38 ,1820.80 ,1964.97 ,2117.05 ,2299.37 ,2013
536,IDN,Indonesia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3415.83 ,3383.87 ,3625.06 ,3844.82 ,4100.12 ,2014
429,IRN,Islamic Republic of Iran,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5047.84 ,5237.42 ,5565.63 ,5922.32 ,6295.53 ,2012
433,IRQ,Iraq,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4694.26 ,4891.34 ,5416.36 ,5899.68 ,6345.17 ,2013
178,IRL,Ireland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",48939.68 ,51293.29 ,53804.27 ,56162.04 ,58392.49 ,2014
436,ISR,Israel,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",35702.07 ,36662.98 ,36853.09 ,36973.38 ,37008.34 ,2014
136,ITA,Italy,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",29847.38 ,30540.57 ,31505.04 ,32456.14 ,33388.20 ,2014
343,JAM,Jamaica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4912.29 ,4993.60 ,5172.58 ,5394.17 ,5638.59 ,2014
158,JPN,Japan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",32480.66 ,33010.02 ,34486.47 ,35450.27 ,36758.57 ,2014
439,JOR,Jordan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5599.56 ,5862.05 ,6145.37 ,6439.25 ,6747.17 ,2013
916,KAZ,Kazakhstan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11028.07 ,9650.47 ,10719.75 ,11839.12 ,12953.39 ,2014
664,KEN,Kenya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1432.09 ,1522.00 ,1652.82 ,1789.13 ,1928.75 ,2013
826,KIR,Kiribati,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1443.35 ,1429.13 ,1425.47 ,1428.83 ,1424.81 ,2013
542,KOR,Korea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",27512.89 ,28524.63 ,30285.16 ,32177.54 ,34267.98 ,2014
967,UVK,Kosovo,"Gross domestic product per capita, current prices",U.S. dollars,Units,,,,,,,
443,KWT,Kuwait,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",29982.63 ,30426.36 ,32649.62 ,34845.40 ,36523.04 ,2014
917,KGZ,Kyrgyz Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1197.76 ,1264.05 ,1351.33 ,1443.60 ,1538.39 ,2012
